image_path,label,fft_0,fft_1,fft_2,fft_3,fft_4,fft_5,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,edge_0,edge_1,edge_2
preprocessed_images/Canon120/300/Canon120_300_0033.tif,300,140.57410413634153,16.10526725460443,265.6790294762274,150.63181146021893,131.24405389646967,5248243043.421971,0.0024986267089748436,0.01251983642573349,0.0024147033691314136,0.020618438720624473,0.0070495605468481074,0.12372589111280927,0.0035362243652208854,0.09201431274378961,0.70088958739967,0.03473281860338313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.40571620885539,75.97899444174156,677.904123014457
preprocessed_images/Canon120/300/Canon120_300_0027.tif,300,133.3584557939623,17.121403961786918,271.299068285991,143.30835713927,123.43316948103549,4738939671.11727,0.0023269653320223734,0.010364532470663587,0.0018806457519459508,0.031147003173709307,0.012847900390575989,0.18900680541920087,0.004531860351545213,0.09045791625942055,0.6144866943335934,0.042949676513508034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.388150010923685,84.09370734760057,796.2738222496077
preprocessed_images/Canon120/300/Canon120_300_0026.tif,300,145.5349530433675,16.704990011268638,287.39973751410446,154.97985977879054,135.96230334955797,5625473728.148085,0.008831024169888187,0.019783020019455783,0.0057983398437278805,0.0416221618650756,0.02408981323232998,0.20383071899336308,0.009006500244106267,0.08892059326137955,0.539890289304581,0.05822753906227788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.447319824078356,119.51881465017674,771.1459005920993
preprocessed_images/Canon120/300/Canon120_300_0032.tif,300,142.7866194010017,16.86412433797517,274.02613219452803,153.3551288778953,132.85809280580202,5419150178.950366,0.0022773742675694375,0.012825012206982326,0.0030097961425666433,0.028835296630749376,0.008266448974577841,0.12506866455030416,0.005851745605446428,0.08208084106414001,0.6922645568821248,0.03952026367172424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.28468160324308,98.03154593069519,807.66577245789
preprocessed_images/Canon120/300/Canon120_300_0018.tif,300,133.2381520859564,16.21388034243879,264.2823995598234,142.57439174882305,124.17399461135959,4722601515.296848,0.0022010803222572285,0.010547637939412888,0.0018882751464771718,0.017223358154231174,0.006454467773412878,0.11726379394486518,0.002708435058583418,0.05909729003883706,0.7540779113740765,0.02853775024403176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.184439354998354,64.432442357025,765.4188395904558
preprocessed_images/Canon120/300/Canon120_300_0024.tif,300,141.91690586741885,16.955474768223652,278.0256166354107,152.0646880091768,131.9882347650655,5355050446.513164,0.0023880004882721405,0.011596679687455761,0.002777099609364406,0.02835083007801685,0.013587951660104416,0.15307617187441605,0.005092620849589948,0.07687759399384736,0.6722412109349356,0.03401184082018276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.89489731185813,109.84924207887268,837.0005973713519
preprocessed_images/Canon120/300/Canon120_300_0030.tif,300,150.69954294860443,17.999294163945105,279.3982698337426,161.46931669223923,139.70375119470455,6038310573.917729,0.002944946289051266,0.014377593994085778,0.0037117004394389658,0.029834747314339313,0.01362991333002613,0.1122741699214467,0.005516052246072708,0.0747718811032304,0.7099037170383076,0.03303527832018648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.86565681108402,126.84797602071014,869.5297579726642
preprocessed_images/Canon120/300/Canon120_300_0031.tif,300,142.39271553900505,16.59007251601745,269.5491093858689,152.81738108396422,132.61998558227017,5387299309.396617,0.0020790100097576943,0.010604858398397045,0.002578735351552663,0.020225524902266596,0.006584167480443633,0.09425354003870295,0.0033988952636589092,0.06486129760717445,0.7723960876435378,0.023017883300693442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.349968322170742,92.62020046132737,770.7580683976004
preprocessed_images/Canon120/300/Canon120_300_0025.tif,300,130.60010030754745,17.575847953931984,268.36062952977414,140.1105163273635,120.5790365318617,4552208320.204948,0.0052223205566207034,0.012722015380810844,0.0023803710937409196,0.026393890380758688,0.013530731201120258,0.12371063232374682,0.007293701171847177,0.07317733764620522,0.6962165832492972,0.039352416992037384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48888903932758,75.20017250949574,722.0249303175065
preprocessed_images/Canon120/300/Canon120_300_0019.tif,300,142.97879044691248,18.371579021229195,278.70451895287397,153.41059046259457,131.90463984514653,5447470136.267998,0.0023231506347567627,0.011219024658160328,0.0018997192382740032,0.032253265380736335,0.01601028442376705,0.13868713378853345,0.0065269470214594765,0.07618331909150626,0.6816139221165405,0.03328323364245116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.61103036769525,122.49086342905795,864.2511209133604
preprocessed_images/Canon120/300/Canon120_300_0021.tif,300,148.4059674446801,16.43494994941876,279.8932419110481,157.98490572286545,138.99491655472715,5844353352.474648,0.0056648254394315155,0.023017883300693442,0.005096435546855558,0.0336647033690122,0.01718139648430946,0.12679290771436008,0.008586883544889118,0.07474899291963673,0.6572723388646802,0.047973632812316994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.89944565371051,114.41521269469891,848.6648337241269
preprocessed_images/Canon120/300/Canon120_300_0035.tif,300,150.031050192442,16.09639112448477,283.83364203970956,160.31314728723257,140.6298108330816,5968602026.2342,0.007678985595673832,0.02580642700185468,0.00570678710935323,0.04121017456038967,0.01618957519525074,0.15227508544863785,0.009185791015589959,0.07704544067353422,0.6106719970679829,0.05422973632791813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.71756501191699,112.12622683480383,877.1795711255478
