image_path,label,fft_0,fft_1,fft_2,fft_3,fft_4,fft_5,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,edge_0,edge_1,edge_2
/content/drive/MyDrive/a/originals/4.png,originals,7.970537198187619,0.809693792768764,14.957213625513912,8.449649190737087,7.51060510436148,16825730.27331036,0.0046844482,0.025009155,0.003578186,0.029941559,0.009464264,0.13542175,0.00856781,0.051410675,0.67580795,0.056114197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.93143,204.11873,1125.2804
/content/drive/MyDrive/a/originals/5.png,originals,8.205922957797702,0.8106546360332272,15.024772947733627,8.679307036216828,7.744275740882565,17824306.306281265,0.015888214,0.034313202,0.008243561,0.032424927,0.019931793,0.14266586,0.0149002075,0.059215546,0.6065407,0.06587601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.67736,201.88315,1140.3947
/content/drive/MyDrive/a/originals/6.png,originals,8.071738847314036,0.8277414216231566,14.729833354723723,8.554052849459255,7.59771550445141,17259069.14647978,0.014160156,0.0274086,0.008102417,0.026699066,0.02319336,0.09897232,0.013629913,0.04384613,0.69234467,0.05164337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.97412,188.53955,1133.2449
/content/drive/MyDrive/a/originals/7.png,originals,8.113743754416722,0.7761156077412926,14.752991189720984,8.58673434255874,7.679250723012861,17415587.27282944,0.012248993,0.023822784,0.006248474,0.020702362,0.010082245,0.087265015,0.010269165,0.037734985,0.74565125,0.04597473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.764984,202.67145,1131.9126
/content/drive/MyDrive/a/originals/8.png,originals,8.011481629729632,0.7969984450872921,14.745699066789143,8.488132203892533,7.565386476293216,16991923.581738524,0.01701355,0.028831482,0.00844574,0.025058746,0.015888214,0.11722565,0.013305664,0.043384552,0.6721649,0.058681488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.33041,194.97984,1137.717
/content/drive/MyDrive/a/originals/9.png,originals,7.829073095460819,0.8235062051590504,14.537047897002523,8.307037932339455,7.359072809625842,16245731.623961594,0.005207062,0.016841888,0.0026397705,0.020076752,0.009212494,0.08076477,0.0060920715,0.031951904,0.79667664,0.030536652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.76249,181.9097,1131.2515
/content/drive/MyDrive/a/originals/10.png,originals,8.02032108495687,0.8105284695468001,14.901437392069564,8.503043274440328,7.556375132186097,17034774.237872023,0.0045776367,0.020999908,0.0036964417,0.022850037,0.0079193115,0.11585617,0.009269714,0.039318085,0.7291641,0.04634857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.707565,214.76596,1137.724
/content/drive/MyDrive/a/originals/11.png,originals,8.142481866587866,0.7982029305778336,14.9017016891329,8.613645247389051,7.689878188272916,17547169.330913678,0.012054443,0.029972076,0.007293701,0.027370453,0.015674591,0.1027565,0.012207031,0.04737854,0.69005966,0.055233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.57432,202.93857,1138.1608
/content/drive/MyDrive/a/originals/12.png,originals,7.903100321985333,0.7895565287887957,14.773510442717308,8.380217860853001,7.458426189810293,16536671.148184093,0.0034637451,0.01941681,0.0029640198,0.018321991,0.005554199,0.09376526,0.0070648193,0.0356102,0.7769966,0.036842346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.48904,204.66045,1135.9578
/content/drive/MyDrive/a/originals/13.png,originals,7.910694007335569,0.7881321359592977,14.681931823431826,8.395583967656442,7.4604404160346585,16567561.602053342,0.0031433105,0.016700745,0.0025596619,0.017951965,0.0050315857,0.08466339,0.005973816,0.0317688,0.79956436,0.032642365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.18717,203.77225,1132.3622
